"concept","preference","country","gender","word"
"Food and fodder","Preferred","Kenya","Male","facts household uses food livestock fodder"
"Intercropping (with beans)","Preferred","Kenya","Male","high yield"
"Livestock feed","Preferred","Kenya","Female","livestock fodder"
"Home use","Preferred","Kenya","Male","household consumption"
"Intercropping (with beans)","Preferred","Kenya","Male","highly yield produces double cobs"
"Drought avoidance","Preferred","Kenya","Male","drought tolerant"
"Food and fodder","Preferred","Kenya","Female","prefers  ugali fodder livestock"
"Drought avoidance","Preferred","Kenya","Male","resistant draught"
"Resilience","Preferred","Kenya","Male","survive poor rainfall withstand pests"
"Family nutrition","Preferred","Kenya","Male","good nutritional content"
"Resilience","Preferred","Kenya","Male","perform poor soil"
"Drought avoidance","Preferred","Kenya","Male","drought resistant characteristi"
"Intercropping (with beans)","Preferred","Kenya","Female","maturity planted together"
"Intercropping (with beans)","Preferred","Kenya","Female","seed concept gives double cobs plant"
"Resilience","Preferred","Kenya","Female","grow sporadic low rainfall environments"
"Home use","Preferred","Kenya","Female","seed concept storage months attacked pests"
"Intercropping (with beans)","Preferred","Kenya","Female","farms small must intercrop"
"Family nutrition","Preferred","Kenya","Male","nutritious"
"Food and fodder","Preferred","Kenya","Male","multipurpose nature"
"Drought avoidance","Preferred","Kenya","Male","perform rainfall amount low"
"Family nutrition","Preferred","Kenya","Female","contains nutritious"
"Food and fodder","Preferred","Kenya","Female","multipurpose nature livestock human consumption"
"Home use","Preferred","Kenya","Female","drought resistant much tasty small amount fertilizer"
"Resilience","Preferred","Kenya","Male","highly resistant drought disease small amount fertilizer high yield"
"Family nutrition","Preferred","Kenya","Male","helps household prevents risks eyesight problems"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop legumes increases soil Nitrogen content increases soil fertility"
"Family nutrition","Preferred","Kenya","Female","presence nutritious"
"Resilience","Preferred","Kenya","Female","productive long shorter rainfall"
"Drought avoidance","Preferred","Kenya","Male","suitable changing weather seasons"
"Family nutrition","Preferred","Kenya","Male","big size maize nutritious"
"Food and fodder","Preferred","Kenya","Male","human food fodder"
"Resilience","Preferred","Kenya","Male","resistant disease"
"Home use","Preferred","Kenya","Female","long shelf life"
"Home use","Preferred","Kenya","Male","long shelf life sweet taste gives enough food household"
"Resilience","Preferred","Kenya","Female","less fertilizer uses resistant drought"
"Resilience","Preferred","Kenya","Male","resilient disease higher yield"
"Intercropping (with beans)","Preferred","Kenya","Female","allows intercrop crop legumes fixes Nitrogen soil"
"Drought avoidance","Preferred","Kenya","Female","shorter maturity periods"
"Resilience","Preferred","Kenya","Male","less fertilizer requirement"
"Home use","Preferred","Kenya","Male","stays long harvest attacked pests rotting"
"Drought avoidance","Preferred","Kenya","Female","shorter maturity periods"
"Home use","Preferred","Kenya","Female","require minimum fertilizer"
"Intercropping (with beans)","Preferred","Kenya","Male","good intercrop good smallholders farmers"
"Resilience","Preferred","Kenya","Male","resistant pest disease"
"Food and fodder","Preferred","Kenya","Male","apart food fodder livestock"
"Drought avoidance","Preferred","Kenya","Female","drought avoids farmer experience climate change takes shorter periods maturity"
"Resilience","Preferred","Kenya","Male","requires less amount fertilizer low fertility soil"
"Drought avoidance","Preferred","Kenya","Female","maturity early less affected pests disease"
"Resilience","Preferred","Kenya","Male","requires less fertilizer resilient disease"
"Intercropping (with beans)","Preferred","Kenya","Male","requires less amount fertilizer gives double cobs intercrop"
"Family nutrition","Preferred","Kenya","Female","high yield compared others nutritious"
"Resilience","Preferred","Kenya","Male","requires less fertilizer survive drought seasons"
"Green maize","Preferred","Kenya","Male","plant green maize sale favor market"
"Family nutrition","Preferred","Kenya","Male","highly nutritious"
"Resilience","Preferred","Kenya","Female","resistant pests disease"
"Family nutrition","Preferred","Kenya","Female","highly nutritious"
"Home use","Preferred","Kenya","Female","household consumption"
"Resilience","Preferred","Kenya","Male","produces excess shorter rainfall produces less fertilizer"
"Home use","Preferred","Kenya","Female","similar plant"
"Intercropping (with beans)","Preferred","Kenya","Male","similar plant gives high yield"
"Intercropping (with beans)","Preferred","Kenya","Male","high yield"
"Resilience","Preferred","Kenya","Male","uses less fertilizer"
"Drought avoidance","Preferred","Kenya","Male","high yield harvest time shorter"
"Food and fodder","Preferred","Kenya","Female","foodfodder sell"
"Drought avoidance","Preferred","Kenya","Female","next planting seasons shorter rainfall good"
"Home use","Preferred","Kenya","Female","consumed household sold earn income"
"Food and fodder","Preferred","Kenya","Female","livestock livestock household consumption"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop high yield crop"
"Home use","Preferred","Kenya","Male","takes months storage treatment higher nutrition value normal"
"Family nutrition","Preferred","Kenya","Female","highly nutritious nutritious children high yield"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop expect high amount yield needs low amount fertilizer"
"Drought avoidance","Preferred","Kenya","Male","takes shorter time harvest"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop produces higher yield"
"Green maize","Preferred","Kenya","Male","fetch good market green maize food household"
"Family nutrition","Preferred","Kenya","Male","nutritious good children health attractive yellow color"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop expect high harvest"
"Green maize","Preferred","Kenya","Male","planted commercial purpose sell green maize"
"Home use","Preferred","Kenya","Female","similar plant"
"Intercropping (with beans)","Preferred","Kenya","Female","harvest maize add nutrient soil"
"Drought avoidance","Preferred","Kenya","Female","produces low rainfall"
"Intercropping (with beans)","Preferred","Kenya","Female","requires less fertilizer"
"Home use","Preferred","Kenya","Female","good human consumption sold"
"Resilience","Preferred","Kenya","Female","survive drought seasons"
"Home use","Preferred","Kenya","Female","requires average fertilizer input"
"Food and fodder","Preferred","Kenya","Male","good rainfall produces highly vegetative fodder livestock dried fresh"
"Food and fodder","Preferred","Kenya","Male","rainfall household consumption leaves livestock consumption"
"Drought avoidance","Preferred","Kenya","Male","perform rainfall poorly distributed"
"Family nutrition","Preferred","Kenya","Female","rich nutrient nutritious"
"Family nutrition","Preferred","Kenya","Male","presence nutritious"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop uses less fertilizer"
"Home use","Preferred","Kenya","Female","resistant disease drought"
"Intercropping (with beans)","Preferred","Kenya","Male","grown together"
"Food and fodder","Preferred","Kenya","Male","fodder importance livestock household uses"
"Intercropping (with beans)","Preferred","Kenya","Female","ready harvest months"
"Resilience","Preferred","Kenya","Female","resilient crop disease"
"Food and fodder","Preferred","Kenya","Male","uses household consumption livestock fodder"
"Green maize","Preferred","Kenya","Female","high demands"
"Food and fodder","Preferred","Kenya","Female","livestock fodder secure"
"Intercropping (with beans)","Preferred","Kenya","Female","low uses fertilizer"
"Family nutrition","Preferred","Kenya","Female","high nutritious high demands market high nutrient"
"Family nutrition","Preferred","Kenya","Male","high nutritious good children uses minimum fertilizer"
"Home use","Preferred","Kenya","Male","resilient changing weather conditions rainfall"
"Intercropping (with beans)","Preferred","Kenya","Female","source food security allows planting rows"
"Drought avoidance","Preferred","Kenya","Female","tolerates drought"
"Intercropping (with beans)","Preferred","Kenya","Female","uses less fertilizer gives opportunity increased food security"
"Family nutrition","Preferred","Kenya","Male","nutritious contains nutritious children"
"Home use","Preferred","Kenya","Male","high productivity household consumption"
"Resilience","Preferred","Kenya","Female","multiple uses human livestock consumption"
"Resilience","Preferred","Kenya","Male","disease resistant better drought heavy rainfall"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop crop high drought resistant rate"
"Family nutrition","Preferred","Kenya","Male","uses local fertilizer"
"Food and fodder","Preferred","Kenya","Female","household consumption livestock fodder"
"Family nutrition","Preferred","Kenya","Female","highly nutritious"
"Home use","Preferred","Kenya","Male","storage months post harvest affected pests"
"Intercropping (with beans)","Preferred","Kenya","Female","allows intercrop increased food security uses less fertilizer"
"Food and fodder","Preferred","Kenya","Female","multipurpose nature human livestock consumption"
"Intercropping (with beans)","Preferred","Kenya","Female","improve soil fertility"
"Home use","Preferred","Kenya","Female","tasty compared drought avoids food fodder"
"Resilience","Preferred","Kenya","Male","less fertilizer requirement little rainfall"
"Intercropping (with beans)","Preferred","Kenya","Female","requires less uses fertilizer intercrop"
"Drought avoidance","Preferred","Kenya","Male","less fertility soil maturity fast"
"Intercropping (with beans)","Preferred","Kenya","Female","higher yield sold cater school fees"
"Intercropping (with beans)","Preferred","Kenya","Male","white color good making ugali"
"Home use","Preferred","Kenya","Female","good nutritious household"
"Green maize","Preferred","Kenya","Male","help improve economic status household sold shorter maturity periods"
